('f5', 's65', '2023-03-25 16:45:13', 648939655579828226),
('f5', 's69', '2023-03-25 16:45:13', 648939655579828226),
('f5', 's113', '2023-03-25 16:45:13', 648939655579828226),
('f5', 's114', '2023-03-25 16:45:13', 648939655579828226),
('f2', 's72', '2023-03-25 16:50:49', 648939655579828226),
('f3', 's75', '2023-03-25 16:50:49', 648939655579828226),
('f3', 's111', '2023-03-25 16:50:49', 648939655579828226),
('f3', 's112', '2023-03-25 16:50:49', 648939655579828226),
('f1', 's1', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's2', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's3', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's4', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's5', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's6', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's7', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's8', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's9', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's46', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's48', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's49', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's50', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's51', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's52', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's53', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's54', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's56', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's10', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's11', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's68', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's12', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's13', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's15', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's17', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's18', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's19', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's20', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's21', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's22', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's47', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's23', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's24', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's25', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's26', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's27', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's28', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's29', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's30', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's34', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's34', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's73', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's74', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's75', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's76', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's77', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's113', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's114', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's115', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's116', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's117', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's121', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's36', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's37', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's40', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's41', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's43', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's44', '2023-03-25 16:55:38', 648939655579828226),
('f1', 's45', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's78', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's79', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's80', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's81', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's82', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's83', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's84', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's85', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's86', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's87', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's88', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's89', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's90', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's91', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's92', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's93', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's94', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's95', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's96', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's97', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's98', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's100', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's101', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's102', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's103', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's104', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's105', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's106', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's107', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's108', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's109', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's110', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's38', '2023-03-25 16:55:38', 648939655579828226),
('f4', 's123', '2023-04-08 22:10:25', 648939655579828226),
('f4', 's124', '2023-04-08 22:19:48', 648939655579828226),
('f4', 's125', '2023-04-08 22:29:58', 648939655579828226),
('f4', 's126', '2023-04-08 22:58:56', 648939655579828226),
('f4', 's127', '2023-04-08 23:28:59', 648939655579828226),
('f1', 's128', '2023-04-11 13:34:13', 648939655579828226),
('f1', 's129', '2023-04-11 14:33:41', 648939655579828226),
('f1', 's130', '2023-04-11 14:34:36', 648939655579828226),
('f1', 's131', '2023-04-11 21:52:03', 648939655579828226),
('f1', 's132', '2023-04-12 19:58:56', 648939655579828226),
('f1', 's136', '2023-04-21 16:44:55', 648939655579828226),
('f1', 's73', '2023-04-24 23:32:42', 648939655579828226)
